id,sentence1,sentence2,label
27135,"The Taveuni silktail is a small black bird , measuring around and weighing .",The Taveuni Silktail is a small black bird weighing and measuring .,0
2641,"During the American Civil War , Indiana was the site of the Battle of Corydon , the only official pitched battle waged in Corydon .","During the American Civil War , Corydon was the place of the battle of Corydon , the only official battle in Indiana .",0
8206,A professional thief ( Thomas Jane ) takes a former racing driver ( John Cusack ) hostage and forces him to drive his car .,A professional thief ( John Cusack ) takes a former race car driver ( Thomas Jane ) hostage and forces him to drive his getaway car .,0
21817,Jools Holland performed the song on `` Friday Night with Adele '' on 8 February 2008 and on `` Saturday Night Live '' during the 18 October 2008 show .,"The song was played on February 8 , 2008 on `` Friday Night with Jools Holland '' and during the show on `` Saturday Night Live '' on October 18 , 2008 .",0
40512,Species such as `` T. eurycephalus '' however had a shorter rostrum and a deeper skull .,"However , species such as '' T. eurycephalus '' had a deeper rust and a shorter skull .",0
11578,"Horace W Webb , a native of Oklahoma , is located just south of Graniola , Missouri in 1910 .","Horace W , Webb , a native of Missouri , settled just south of Graniola , Oklahoma in 1910 .",0
4607,"The body is black , the links and fingers are long and the tail is white .","The body is black , the limbs and fingers are long and the tail is white .",0
3063,"Instead , some theorists think that a state similar to the new hegemon in culture and preferences will take on old hegemon status .","Instead , some theorists think , a state similar in culture and preferences to the old hegemon will assume new hegemon status .",0
23778,The Pascu River is a tributary of the river Valea Voenilor .,The Valea Voenilor River is a tributary of the Pascu River .,0
7439,"A number of conditions can be put on a market , sometimes to model hypothetical markets and sometimes to highlight certain types of actual market behavior .","A number of conditions can be imposed on a market , sometimes to model actual markets and sometimes to emphasize certain types of hypothetical market behavior .",0
10638,Sam Bradford 's following pass was tipped by Florida DB Joe Haden and intercepted by Florida safety Major Wright .,The following pass of Sam Sam Bradford was tipped by Florida DB Major Wright and intercepted by Florida Safety Joe Haden .,0
9600,Founding member Dan McGruer left the band in 2014 and was replaced by Devin Abrams .,"In 2014 , founding member of 15 years Devin Abrams left the band and was replaced by Dan McGruer .",0
24539,"The construction of a seed length of Formula 32 , which is constant up to optimal factors .","The construction of a seed length of Formula 32 , which is optimal to constant factors .",0
17954,"In 2015 , Stephen Hawking offered Richard Branson a seat free of charge on the Virgin Galactic spaceship .","In 2015 , Richard Branson offered Stephen Hawking a seat on the Virgin Galactic spaceship for free .",0
39731,"Vancouver had also 4.9 , Calgary had 5.6 , Winnipeg had 5.6 , Montreal had 7.9 , Toronto had had 11.2 and Sarnia had 12.7 .","Vancouver also had 4.9 , Calgary had 5.6 , Winnipeg had 5.6 , Toronto had 7.9 , Montreal had 11.2 and Sarnia had 12.7. ``",0
16434,"In 1975 , he was appointed Papua New Guinea 's first Consul General in Australia .",In 1975 he was appointed Australia 's first Consul of General in Papua - New Guinea .,0
28376,This is a list of the etymology of street names in Covent Garden district of London .,This is a list of the etymology of street names in London 's Covent Garden district .,0
16258,Ricci is known for publishing the original edition of the `` Codex Seraphinianus '' and some of Guido Crepax 's books .,Guido Crepax is known for publishing the original edition of `` Codex Seraphinianus '' and some Ricci books .,0
13452,"In Bazou , you will be pleasantly surprised to appreciate the place of choice that occupies the immaterial heritage , and you will see .",In Bazou you will be pleasantly surprised to see the place of choice that occupies the immaterial heritage that you will appreciate .,0
3136,He left Sheffield in 1805 to study theology at Manchester College in York .,"He left York in 1805 to study theology at Manchester College , Sheffield .",0
15628,"In versions of the Renaissance , Ogier travels to the Avalon governed by Morgan le Fay and eventually becomes King Arthur 's parade .",Ogier in versions of the Renaissance travels to the Avalon ruled by King Arthur and eventually becomes Morgan le Fay 's paramour .,0
31680,"In 1958 , the company got a production structure in Houston , USA , and later in Frederikssund .","The company got a production structure in Frederikssund in 1958 and later in Houston , United States .",0
694,Today the area of Skudenes refers to the southern part of the island Karmøy .,"Today , the Karmøy area refers to the southern part of Skudenes island .",0
20597,He studied philosophy in Graz and in Vienna and Padua Medicine .,He studied philosophy in Vienna and Padua and medicine in Graz .,0
11454,The station was opened on 1 July 1903 on the Donegal Railway Company railway from Stranorlar to Glenties .,"The station was opened on July 1 , 1903 on the line of the Donegal Railway Company from Glenties to Stranorlar .",0
30991,Dunkerton moved to Herefordshire from London at the age of 14 .,Dunkerton moved from Herefordshire to London at the age of fourteen .,0
33683,"Between 1928 and 1934 Latham was a member of the Municipal Reform Party , representing Lewisham East as a member of the Conservative-backed London County Council .","Between 1928 and 1934 , Latham was a member of the London County Council , representing Lewisham East as a member of the Conservative-backed Communal Reform Party .",0
12783,"So , if we know the probability distribution functions formula _ 35 , we can calculate the function formula _ 36 , and from it , find the optimal reservation price .","Thus , if we know the probability distribution - Function Formula 35 , we can find the Formula 36 function and calculate the optimal reservation price from it .",0
19478,Walter Giffard was father of the Hugh who became Archbishop of York and Chancellor of England .,"Hugh was father of Walter Giffard , the Archbishop of York and Chancellor of England .",0
25085,"Pallas was originally a slave of Antonia Minor , a daughter of Mark Anton and the niece of Emperor Augustus .","Pallas was originally a slave of Antonia Minor , a daughter of Emperor Augustus and niece of Mark Antony .",0
35466,"Paralepetopsis tunnicliffae is a species of sea snail , a true limpet , a marine gastropod mollusk in the Neolepetopsidae family , one of the families of the true limpets .","Paralepetopsis tunnicliffae is a species of sea snail , a true limpet , a true gastropod mollusk in the family Neolepetopsidae , one of the families of the marine limpets .",0
17682,"Born in 1799 in Kingston , Toronto , he grew up in York .",He was born in York ( Toronto ) in 1799 and grew up in Kingston .,0
11759,"In 1932 , the company moved cigar production from Cuba to Trenton following a strike in the Cuban factory and to avoid high tariffs .",The company moved cigar production to Cuba in 1932 following a strike at the Cuban factory in Trenton and to avoid high tariffs .,0
17625,"Cafarlet is a fortress built in the village of Kafr Lam , located in the 8th or 9th century .","Cafarlet is a fortress that was located in the village of Kafr Lam , built in the 8th or 9th century .",0
2690,She explores traditional music as well as contemporary repertoire .,She explores contemporary music as well as the traditional repertoire .,0
44208,This introduction to travel began a lifelong passion that led her to study in the remote areas of Alaska and British Columbia .,This introduction to studies began with a lifelong passion that led her to travel in the remote areas of Alaska and British Columbia .,0
4216,The train station is served by the Asa line and is 8.0 km from the beginning of the line .,The station is located by the Asa Line and is served 8.0 km from the beginning of the line at,0
3724,"Unlike professional astronomers , for many amateur astronomers , scientific research is usually not the `` main goal '' .","Scientific research is most often not the `` main '' goal for professional astronomers , unlike many amateur astronomers .",0
12097,"The following is a table of the nominative case of the singular and plural second person in many languages , including their respectful variants ( if any ) :","The following is a table of the nominative case of the respectful person in many languages , including their singular and plural - second variants ( if present ) :",0
33918,"They did not hesitate to send members of the various professions to the respective congresses held in Bessarabia throughout the year 1917 , and they became very powerful .","They did not hesitate to send members of their respective professions to the various congresses held in Bessarabia throughout the year 1917 , and they became very powerful .",0
27327,"In 1963 , Janet married Lloyd Ayliffe and had two children .","In 1963 , Ayliffe married Janet Lloyd and had two children .",0
17435,According to one source it derives from a root meaning `` winding '' .,"According to a source , it derives from a root winding `` meaning '' .",0
42979,Sigmatel was sold to Freescale Semiconductor later .,"Later on , Freescale Semiconductor was sold to Sigmatel .",0
43743,He was born in Stockholm and died in Bromma .,"He was born in Bromma , died in Stockholm .",0
8438,The Major A premiership is currently held by the Major League in Pine Hills Lightning and Runcorn Indians in the Pacific League .,The Major A Premiership is currently held in the Pacific League by the Pine Hills Lightning in the Major League and Runcorn Indians .,0
5598,"The couple had their first child , Shalk Jr , in August 2012 , and in March 2014 his second son Nicol was born .","The couple had their first child in August 2012 , Nicol , and in March 2014 their second son Shalk Jr. was born .",0
34712,"Both tournaments know , despite the clear separation between the two confederations , a tradition to invite countries outside the region .","Both tournaments , despite the clear distinction between the two confederations , have a tradition to invite countries outside the region .",0
37897,Rogue waves can result from the constructive interference ( dispersive and directional focusing ) of elementary 3D waves enhanced by nonlinear effects .,"Rogue - Waves can result from the directional interference ( dispersive and elementary focusing ) of constructive 3D waves , which are amplified by nonlinear effects .",0
33905,"McConnell was killed at the scene , but Turbitt was kidnapped .","At the crime scene , Turbitt was killed , but McConnell was kidnapped .",0
47259,"The company is one of the oldest still active German companies , founded in 1880 by the Brazilian brothers Bruno and Hermann Hering .","The company is one of the oldest Brazilian companies still in activity , founded by German brothers Bruno and Hermann Hering , in 1880 .",0
17266,"A central principle is that `` for every step in moral perception , three steps are to be taken in spiritual development . ''","A central principle is that `` for every step in spiritual perception , three steps must be taken in moral development '' .",0
41082,"The legend of Hallowdega is a 2010 black comedy Fantasy Mockumentary short film , directed by Terry Gilliam of a script by Aaron Bergeron .","The legend of Hallowdega is a 2010 black comedy - Fantasy - Mockumentary - short film , directed by Aaron Bergeron following a screenplay by Terry Gilliam .",0
13558,The Arlington County Washington Boulevard replaced the line between Bluemont Junction Trail and Bluemont Junction .,The Bluemont Junction Trail in Arlington County replaced the line between Washington Boulevard and Bluemont Junction .,0
13843,"Until 1847 , the Keiskamma River marked the border between the Cape Province and the former British Kaffraria , which was then known as Queen Adelaide 's province .","The Keiskamma River marked the border between the Province and former British Kaffraria , known also then as Queen Adelaide 's Cape Province , until 1847 .",0
35239,"In 1938 , after Anfuso was appointed Minister of Foreign Affairs , Ciano became Head of Staff Ministers .","In 1938 , after Ciano was appointed Minister of Foreign Affairs , Anfuso became Ministry head of staff .",0
36562,James Watson and Francis Crick shared the 1962 Nobel Prize for Physiology and Medicine with Rosalind Franklin ; Maurice Wilkins had already died from cancer in 1958 .,"Together with James Watson and Francis Crick , Maurice Wilkins was awarded the Nobel Prize for Physiology and Medicine in 1962 , Rosalind Franklin had already died from cancer in 1958 .",0
36459,"Franco Ferreiro and André Sá defeated Oliver Marach and Leonardo Mayer from 7-6 ( 6 ) , 6-3 in the final .","In the finals Oliver Marach and Leonardo Mayer defeated Franco Ferreiro and André Sá with 7 -- 6 ( 6 ) , 6 -- 3 .",0
14756,"Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Ukrainian ( until 2000 ) and a Belarusian cross-country skier ( since 2000 ) .","Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Belarusian ( until 2000 ) and Ukrainian ( since 2000 ) flight skier .",0
43820,The system required the user to encode the default spelling first into a quasi-phonetic rendering .,The system required the user to encode the quasiphonetic spelling first into a standard rendering .,0
40434,"Gary Donnelly and Jim Grabb won 6 : 7 , 6 : 4 , 7 : 6 against Andrew Castle and Roberto Saad in the final .","Andrew Castle and Roberto Saad won 6 : 7 , 6 : 4 , 7 : 6 against Gary Donnelly and Jim Grabb in the final .",0
17153,"Anita Mohanty is married to Ranjib Biswal , a NRI from London , United Kingdom .","Ranjib Biswal is married to Anita Mohanty , an NRI from London , United Kingdom",0
7774,"In London production , the role of Jerome Pradon was played , and the role was taken over by Robbie Scotcher on June 23 , 2008 .",In the London production the role was played by Robbie Scotcher and the role was taken over by Jerome Pradon on 23 June 2008 .,0
30502,The body of Marian Anderson was found by her sister Lolly and Danielle Santos Bernal on 4 November 2001 .,"Danielle Santos Bernal 's body was found by her sister Lolly and Marian Anderson on November 4 , 2001 .",0
9890,Morris Township is located on the 25th Congressional District and is part of the 11th State Legislative District in New Jersey .,Morris Township is located on the 11th Congressional District and is part of the 25th State Legislative District in New Jersey .,0
44636,"Lee Field in the Galewood neighborhood of Wyoming , Michigan is the home stadium of the club .","Lee Lee Field is the club 's home stadium in Wyoming 's neighborhood of Galewood , Michigan .",0
34032,"The first president of Antigone was Mauro Palma ( 1991-1999 ) , who have been replaced by Stefano Anastasia ( 1999-2005 ) .","The first president of Antigone was Stefano Anastasia ( 1991-1999 ) , who were replaced by Mauro Palma ( 1999-2005 ) .",0
26801,The striped mouse of Temminck or West African Hybomys ( `` Hybomys trivirgatus '' ) is a species of the rodent in the Muridae family .,Temminck 's West African mouse or striped hybomys ( `` Hybomys trivirgatus '' ) is a species of rodent in the family Muridae .,0
35119,"She was born on 28 July 1992 in Okayama , Japan , and married Timothy Koleto in Tokyo in January 2017 .","She was born in Tokyo on 28 July 1992 and married Timothy Koleto in Okayama , Japan in January 2017 .",0
17720,"In November 2005 , Mitchell sold the weekly magazine to Robert Israel Plotkin of Bolinas , California .","In November 2005 , Mitchell sold the weekly to Robert Israel Plotkin of Bolinas , California .",0
46632,Jacob Bellaert ( born in Haarlem ) was an early Dutch publisher who produced seventeen books from 1483 to 1486 in Zierikzee .,Jacob Bellaert ( born in Zierikzee ) was an early Dutch publisher who produced 17 books in Haarlem from 1483 to 1486 .,0
18166,They are sometimes consumed with beer and they are often a bar snack .,They are often consumed with beer and are sometimes a bar snack .,0
21642,"Durg , Chhattisgarh is a city in the district of Bhilai , in eastern central India .","Bhilai is a city located in the Durg district of Chhattisgarh , in eastern Central India .",0
37474,"In 1944 , it was sold to Santa Maria Valley Railroad , and in 1958 it was donated to the Travel Town Museum in Los Angeles , California .","In 1944 , it was donated to Santa Maria Valley Railroad and sold to the Travel Town Museum in Los Angeles , California in 1958 .",0
14107,"With effect from 1 October 2012 , the airline transferred all operations from Don Mueang International Airport to Suvarnabhumi Airport .",The airline transferred all operations from Suvarnabhumi Airport to Don Mueang International Airport effective 1 October 2012 .,0
45869,Girish Puthenchery wrote the text for the songs composed by Johnson .,Johnson wrote the lyrics for the songs of Girish Puthenchery composed .,0
33135,This radioactive heavier isotope may be new depending on the chemical element ( stable or unstable ) .,"Depending on the chemical element , this new heavier isotope can be stable or unstable ( radioactive ) .",0
44765,Wilmington was established as a township in February 1846 by combining parts of Neshannock Township in Lawrence County with parts of Lackawannock Township in Mercer County .,"In February 1846 , Wilmington was founded as a township by combining parts of Neshannock Township at Mercer County with parts of the Lackawannock Township in Lawrence County .",0
32838,George George Harrison regarded Mukunda and the others who came to England first to be his lifelong friends .,Mukunda considered George Harrison and the others who came to England for the first time to be his lifelong friends .,0
8256,"Written by Michelle MacLaren and directed by George Mastras , it aired on AMC in the United States and Canada on September 8 , 2013 .","Written by George Mastras and directed by Michelle MacLaren , broadcast on AMC in the United States and Canada on September 8 , 2013 .",0
25291,"After the Herat affair , Britain would remove its military and diplomatic missions from Persia and occupy the island of Kharg and attack Bushehr .","In the wake of the Bushehr affair , Great Britain would remove its military and diplomatic missions from Persia , and occupy Kharg island and attack Herat .",0
30232,Condon said that she wanted Suzanne to give a Valentine 's Day card .,Suzanne has said that she wanted to give Condon a Valentine 's Day card .,0
24535,"Lucas , Lyon , and Senn were replaced by Erin Kaplan and Roxy Olin beginning in the second half of the first season .","Starting in the second half of the first season , Erin Kaplan and Roxy Olin were replaced by Lyon , Lyon and Senn .",0
14305,Ingham County is a charter municipality of the Meridian Charter Township in the U.S. state of Michigan .,Meridian Charter Township is a charter township of Ingham County in the U.S. state of Michigan .,0
48670,Ahmet Kaya was accused of plagiarizing the melody of `` Million Years Ago '' from the song `` Acilara Tutunmak '' from singer Adele of 1985 .,Adele was accused of plagiarizing the melody of `` Million Years Ago '' from the song `` Acilara Tutunmak '' by singer Ahmet Kaya in 1985 .,0
16407,"Vonberg worked at Imperial College and then joined the Cavendish Laboratory in 1945 , where he studied with Martin Ryle .",Vonberg studied at Imperial College and joined the Cavendish Laboratory where he worked with Martin Ryle in 1945 .,0
16521,Following the election the Labour Party formed a Coalition with Liberal Democrats and the Conservative Party .,The Labour Party formed a coalition with the Liberal Democrats and the Conservative Party .,0
48214,"William Simson ( 1798/99 -- 29 August 1847 ) was a subject portrait , landscape and Scottish painter .","William William Simson ( 1798-99 -- August 29 , 1847 ) was a Scottish portrait , landscape and subject painter .",0
720,"This private humanitarian project is led by the African Agricultural Technology Foundation , a Kenyan non-governmental organization .","This public-private humanitarian project is led by African Agricultural Technology Foundation , a Kenyan non-governmental organization .",0
15291,The Sanghar ( are partly called Hindu Sanghar `` Jamotar '' Gujarat and Mumbai Maharashtra India .,"The Gujarat and mumbai , maharashtra are a partly Hindu sanghar also called `` JAMOTAR '' Sanghar India .",0
14575,"Easthope , born on 29 October 1784 in Tewkesbury , was the eldest son of Elizabeth of Thomas Easthope , daughter of John Leaver of Overbury , Worcestershire .","Easthope , born on October 29 , 1784 in Tewkesbury , was the eldest son of Thomas Easthope of Elizabeth , daughter of John Leaver of Overbury , Worcestershire .",0
9347,"Defeated Katerina Maleeva Audra Keller with 7 - 6 , 6 -- 2","Katerina Maleeva defeated Audra Keller 7 -- 6 , 6 -- 2",0
705,"During the LGM , the Laurentide Ice Sheet covered most of North America , while Beringia connected Siberia with Alaska .","During the LGM , the Laurentide Ice Sheet covered most of northern Alaska , while Beringia connected Siberia with North America .",0
48550,Holsman granted the Parkway Garden Homes a modernist design inspired by European housing projects of the 1920s and 1930s .,"Holsman gave the Parkway Garden Homes a European design , inspired by modernist residential projects of the 1920s and 1930s .",0
4697,On Saturdays there is a daily street market around which the covered small weekly market is located .,"There is a small weekly street market on Saturdays , around where the covered daily market is .",0
15241,"V9 was sent to Romania as a demonstrator after a tour of Hungary , and arrived on 5th February,1939 .","V9 was sent to Hungary after a tour through Romania as a demonstrator and arrived on February 5 , 1939 .",0
13038,"Dana Mountain , Elevation , was climbed by the group the next day before Martinez had to return to Muir .",The next day Mount Dana was climbed by the group before Muir had to return to Martinez .,0
18007,"Chandler and Connie Chandler have been nominated by the Independent Party of Utah and Crane and Alma Peter Crane received 1,101 votes .","Alma Peter Crane and Connie Chandler were nominated by the Independent Party of Utah , where Crane and Chandler received 1,101 votes .",0
47158,"On April 10 , 1987 , Ricardo Lingan Baccay was dedicated as a priest by Diosdado Aenlle Talamayan .","Aenlle Talamayan was ordained a priest on April 10 , 1987 by Ricardo Lingan Baccay .",0
3370,Antony died on 6 November 1620 and was buried on November 7 in the church of Carew .,"Carew died on November 6 , 1620 and was buried in the Antonius Church on November 7 .",0
36992,"Staf Scheirlinckx ( born March 12 , 1979 in Herzele ) is a professional racing cyclist , brother of another former Belgian bicycle professional , Bert Scheirlinckx .","Staf Scheirlinckx ( born March 12 , 1979 in Herzele ) is a former Belgian road cyclist , the brother of another cyclist professional , Bert Scheirlinckx .",0
31833,The Little Jocko River flows across the Saint Lawrence River and the Ottawa River to the Jocko River .,The Little Jocko River flows across the Jocko River and the Ottawa River to the Saint Lawrence River .,0
36898,"Jeppe Tengbjerg ( born December 28 , 1973 ) is a former football manager and Danish football player .","Jeppe Tengbjerg ( born December 28 , 1973 ) is a Danish football manager and former football player .",0
33356,"They were replaced in 2008 by Jill Culton , followed by Chris Jenkins , with Todd Wilderman in 2010 .","They were replaced by Jill Culton in 2008 , who was followed by Todd Wilderman , with Chris Jenkins in 2010 .",0
1837,"Peoria is part of Peoria County , IL Metropolitan Statistical Area .","Peoria County is a part of the Metropolitan Statistical Area of Peoria , IL .",0
40147,Hog Island is a center and a camp for the Maine - chapter of the National Audubon Society .,Maine is a center and camp for the Hog Island chapter of the National Audubon Society .,0
12251,Jolly 's parents settled in West Bengal from Rajshahi . Her elder sister Sharmili Ahmed is an actress .,"Jolly 's parents settled in West Bengal in Rajshahi , her elder sister Sharmili Ahmed is actress .",0
11175,She died in Abilene and was buried in Fort Worth at the municipal cemetery in Abilene .,She died in Fort Worth and is buried in Abilene at the municipal cemetery of Abilene .,0
11905,"Cain married in 1968 Vera Nell Washington , who has a son , Brian Earl Cain , and a grandson , Brian Earl Cain , Jr..","Vera Nell Washington married Brian Earl Cain in 1968 . He has a son , Cain , and a grandson , Brian Earl Cain , Jr .",0
35250,"Since the Viking Age , there has been conscription in Denmark , where a physical man of every 10th court had to serve the king .","Conscription has been around in Denmark since the Viking Age , where 110th man of every physical court had to serve the king .",0
18685,SHS also has teams that compete in archery and bowling that are not sanctioned by IHSAA but are sponsored by their organizations .,"SHS also has teams that compete in Archery and Bowling which are not IHSAA sponsored , but sanctioned by their organizations .",0
48035,The Grewals are the popular family that was released in the second series of the UK Channel 4 series The Family .,The Grewals are the second family that appeared in the popular series of the UK Channel 4 series The Family .,0
24978,"ZanAir Limited is a domestic airline based in Zanzibar , Tanzania ZanAir was founded in Tanzania in 1992 and is one of the most experienced airlines in Zanzibar .","ZanAir Limited is a domestic airline based in Zanzibar , Tanzania ZanAir was established in 1992 in Zanzibar and is one of the most experienced airlines in Tanzania .",0
10424,The music was written by A. T. Ummer and the lyrics by Koorkkancheri Sugathan and Poovachal Khader were composed .,The music was composed by A. T. Ummer and lyrics was written by Koorkkancheri Sugathan and Poovachal Khader .,0
39395,"For similar reasons , `` Futurama '' 2007 was also revived by Comedy Central : impressive spectator numbers in syndication as well as high DVD sales .","For similar reasons , `` Futurama '' 2007 was also revived by Comedy Central : high spectator numbers in syndication as well as impressive DVD sales .",0
7988,"After a brief stay in New York City with his reported cousin , he moved to New Orleans .",He moved to New York City after a short stay in New Orleans with his cousin .,0
5291,Other villages include Larchmont ( also included in Newtown Township ) and Lawrence Park .,Other villages are Larchmont ( also in Lawrence Park ) and Newtown Township .,0
19128,"Louis Philippe visited the individual exhibits on Mondays , as Napoleon had done .","On Monday , Napoleon visited the individual exhibits , as Louis Philippe had done .",0
34620,Horner changed his mind when Cameron introduced him to the song .,Cameron changed his mind when Horner presented him with the song .,0
47921,"Produced by Arthur Hammerstein , the show by Reginald Hammerstein ( the brother of Oscar Hammerstein II ) was led and was choreographed by Danny Dare .","Produced by Oscar Hammerstein II , the show by Reginald Hammerstein was choreographed ( the brother of Arthur Hammerstein ) and was led by Danny Dare .",0
28954,"The meetings between teachers and other expats in Panamá continued in 2001 , before a touring team from Bogotá spent a week in the Colombian capital in May of that year .","The encounters between teachers and other expats in Bogotá were continued in 2001 , before a touring team from Panamá spent a week in the Colombian capital in May of that year .",0
41651,"In the second season , Susan Glaspell and his play `` Bound East for Cardiff '' as well as '' Trifles '' were introduced by Eugene O ’ apos ; ' Neill .",The second season presented Eugene O ’ Neill with his play `` Bound East for Cardiff '' as well as '' Trifles '' by Susan Glaspell .,0
39881,"He died in Edinburgh on 28 August 1901 . He had married , in Mauritius in 1870 , Charlotte , the daughter of Percy Fitzpatrick .","He died in Mauritius on 28 August 1901 and married Charlotte , daughter of Percy Fitzpatrick , in Edinburgh in 1870 .",0
19571,"Nearly the entire area is part of the Sandia Mountain Wilderness , including the Cibola National Forest .","Almost the entire range is part of the Cibola National Forest area , including the Sandia Mountain Wilderness .",0
28015,The role of corpus callosum in the epilepsy is the interhemispheric transmission of epileptiform discharges .,The role of corpus callosum in the epilepsy is the epileptiform transmission of interhemispheric discharges .,0
8947,Shaunavon 's headquarters are located in the Great Western Railway .,The Great Western Railway headquarters are located in Shaunavon .,0
8479,"In the 9th century Bethlehem went through control of the Islamic caliphates of the Abbasids , then in the 8th century the Umayyads .","Bethlehem then passed through the control of the Islamic caliphates of the Umayyads in the 8th century , then the Abbasids in the 9th century .",0
8564,"The initial plan was to promote Mark Butcher to the opening batsman 's position , which has now become vacant , and to include Paul Collingwood in the middle order .",The initial plan was to promote Paul Collingwood to the now vacant opening position - Schlagmann - position and to include Mark Butcher in the middle order .,0
8677,"Landergin drove cattle on the Chisholm Trail in 1871 . Shortly after , he raised cattle with his brother near Coffeyville , Kansas and later Greenwood County , Kansas .","In 1871 , Landergin breeded cattle on the Chisholm Trail , and shortly afterwards he drove with his brother near Coffeyville , Kansas , and later Greenwood County , Kansas , cattle .",0
432,"There are shorts in Kirkcudbrightshire East Scotland and a few McGirrs listed , but the name McGirr is far more prominent in Scotland than it is in Ireland .","There are Shorts listed in Kirkcudbrightshire east Scotland and a few McGirrs ; however , the McGirr name is far more prominent in Ireland than in Scotland .",0
11345,The males are typically long but are sometimes too long and wide .,"The males are typically long and broad , but are sometimes up to long and wide .",0
10242,"Raúl Varela Luthier is supported by Wenstone Amps , DS Pickups , MST Pedals , Kikemol Straps and Xavier Moyano .","Xavier Moyano is supported by Wenstone Amps , DS Pickups , MST Pedals , Kikemol Straps and Raúl Varela Luthier .",0
6983,The Ciolanu river is a tributary of the River Albele in Romania .,The Albele River is a tributary of Ciolanu River in Romania .,0
40782,"He was named `` Parker '' for Henry David Thoreau 's friend , Thomas Cholmondeley and `` Thomas '' for Theodore Parker .","He was named `` Thomas '' for the friend of Henry David Thoreau , Thomas Cholmondeley , and '' Parker `` for Theodore Parker .",0
8055,"Cedarbrae Mall is a shopping centre located in the Scarborough area of Toronto , Ontario , Canada on the corner of Markham Road and Lawrence Avenue East .","Cedarbrae Mall is a shopping centre located in the area of Toronto , Ontario , Canada of Scarborough on the corner of Markham Road and Lawrence Avenue East .",0
15108,Another piece of music for the album was not written by Gilmour .,Another piece of music written for the album was not used by Gilmour .,0
48074,"86th Airlift Squadron is part of the 309th Airlift Wing on Air Base Chièvres , Belgium .","309th Airlift Squadron is part of the 86th Airlift Wing in Air Base Chièvres , Belgium .",0
32584,"PTAs were restored by the 1985 Local Government Act , when the Metropolitan County Councils were abolished .",PTAs were abolished by the Local Government Act 1985 when the metropolitan county councils were recreated .,0
24835,"On Victory Road , they introduced their new manager , the Voodoo Queen , Roxxi Laveaux , to embarrass Christy Hemme .","At Victory Road , they introduced their new manager , the Voodoo Queen , Christy Hemme , to embarrass Roxxi Laveaux .",0
10573,"Black Drawing Chalks is a Brazilian rock band from Goiânia , Goiás , Brazil , founded by a group of graphic design students in 2005 .","Black Drawing Chalks is a graphic rock band from Goiânia , Goiás , Brazil , formed in 2005 , by a group of Brazilian design students .",0
47303,"However , Griese was temporarily injured in the season and later relieved of Grossman .","However , Grossman was later injured in the season and temporarily relieved of Griese .",0
30144,Powerful Stuff is a 1989 studio album by Texas based blues rock band The Fabulous Thunderbirds . It was recorded in Memphis and produced by Terry Manning .,"Powerful Stuff is a studio album by Memphis Blues - a rock band The Fabulous Thunderbirds from 1989 , which was recorded in Texas and produced by Terry Manning .",0
35310,The station was opened on 1 July 1903 on the railway line Donegal Railway from Stranorlar to Glenties .,The station was opened on 1 July 1903 on the line of the Donegal Railway Company from Glenties to Stranorlar .,0
7929,"In March 1904 , his brother was kidnapped for ransom in Westtexas and taken to Mexico across the border .","In March 1904 , his brother was kidnapped for ransom in Mexico and taken across the border to West Texas .",0
22027,He came to AS Trenčín together with his teammate Haris Hajradinović from the Croatian club NK Inter Zaprešić in the summer of 2013 .,Together with his team colleague Haris Hajradinović from the Croatian club AS Trenčín he came to NK Inter Zaprešić in summer 2013 .,0
47043,"It is important to reach the quantum regime of the mechanical oscillator , where thermal noise effects become negligible on the device .","It is important to achieve the thermal regime of the Quantum Oscillator , where mechanical noise effects become negligible on the device .",0
13320,It was also produced by TV9 before their broadcast their own news programmes `` Berita TV9 '' respectively .,It was also broadcast by TV9 before they produced their own news programmes '' Berita TV9 `` .,0
47126,The season 2002 Seattle Seahawks was the 27th season of the team with the national football league .,The 2002 National Football League season was the 27th season of the team with the Seattle Seahawks .,0
33501,"The character was later killed off in the fourth episode of the second season , `` First Down '' .","The character was later killed in the second episode of the fourth season , `` First Down '' .",0
14845,He was also elected the Fellow of the Royal Society in 1749 and was appointed Fellow of the Royal College of Physicians in London in 1754 .,"He was also elected Fellow of the Royal Society in 1749 and the Fellow of the Royal College of Physicians , London in 1754 .",0
46637,"Of the registered voters in the county , 13,474 were Democrats , 12,218 were Republicans and 15,887 were not affiliated with any party .","Of the registered voters in the county , 13,474 Republicans , 12,218 were Democrats , and 15,887 were not affiliated with any party .",0
19133,"Saavedra claims in his memoirs , as do liberal historians like Vicente Fidel López , that it was exclusively a product of the popular initiative .","In his memoirs , like popular historians such as Vicente Fidel López , he claims that it was exclusively a product of the liberal initiative .",0
11600,"Bhils has the highest population in Jhabua district , followed by the Dhar , Barwani and Khargone districts .","Bhils have the highest population in Khargone district followed by Dhar , Barwani and Jhabua districts .",0
25708,"He considers C. S. Lewis a negative influence and has accused Lewis of showing religious propaganda , misogyny , racism and emotional sadism in his books .","He considers C. S. Lewis to be a negative influence and has accused Lewis of pointing out in his books emotional propaganda , misogyny , racism and religious sadism .",0
